model,pl,gl,cl,mqts,bs,cpl,configuration,precision,e2e_generated_tok_sec,prev_e2e_generated_tok_sec,e2e_generated_tok_sec_delta,e2e_processed_tok_sec,prev_e2e_processed_tok_sec,e2e_processed_tok_sec_delta,average_ttft(sec),prev_avg_ttft_sec,avg_ttft_sec_delta,tag,config_id,execution_mode,sdk_version,platform,tools,customer_id,model_url,input_size,model_framework,branch,customer,max_nsp,apps_version,platform_version,sdk_id,last_rel_sdk,jira_number,qpc_size_GB,compile_time,cores,curr_decode_tok_sec,curr_prefill_tok_sec,curr_total_tok_sec,curr_tpot_ms,curr_ttft_ms,decode_tok_sec_delta,dfs,host_app,instances,mos,ols,prefill_tok_sec_delta,prev_decode_tok_sec,prev_prefill_tok_sec,prev_total_tok_sec,prev_tpot_ms,prev_ttft_ms,tdp,total_tok_sec_delta,tpot_ms_delta,ttft_ms_delta,system_os,num_cards,status,failure_cause,is_regressed_decode,is_regressed_prefill,is_regressed_total,is_regressed_tpot,is_regressed_ttft,regression_code,avg_latency_sec,prev_avg_latency_sec,avg_latency_sec_delta,is_regressed_e2e_processed_tok_sec,is_regressed_e2e_generated_tok_sec,is_regressed_avg_latency_sec,derated_ttft(sec),derated_decode_tpt(tok/sec),derated_e2e_tpt(tok/sec),execution_time,derated_decode_tpt_per_card(tok/sec),derated_e2e_tpt_per_card(tok/sec),total_token_throughput_tok_sec,mean_ttft_sec,prev_total_token_throughput_sec,prev_mean_ttft_sec,total_token_throughput_sec_delta,mean_ttft_sec_delta,is_regressed_total_token_throughput_sec,is_regressed_mean_ttft_sec,e2e_tok_sec,prev_e2e_tok_sec,e2e_tok_sec_delta,is_regressed_e2e,is_regressed_avg_ttft_sec,request_throughput(req/s),output_token_throughput(tok/s),mean_tpot(ms),mean_itl(ms),prev_request_throughput_req_sec,prev_output_token_throughput_tok_sec,prev_mean_tpot_ms,prev_mean_itl_ms,is_regressed_request_throughput_req_sec,is_regressed_output_token_throughput_tok_sec,is_regressed_mean_tpot_ms,is_regressed_mean_itl_ms,request_throughput_req_sec_delta,output_token_throughput_tok_sec_delta,mean_tpot_ms_delta,mean_itl_ms_delta,median_dram_utilization_%,median_dram_bw_KBps,model_load_time(sec),prev_sdk_value,prev_sdk_branch
Llama-3.3-70B-Instruct-FP8-Dynamic,10000,300,10300,16,8,128,P2P,mx6,14.92,14.98,-0.4,512.21,514.3,-0.41,127.85,127.06,0.62,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-10300-gl-300-pl-10000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134784,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,115.31, 16:48:01,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:18:49,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,30.06,16616400.0,808.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,10000,300,10300,16,16,128,P2P,mx6,15.94,16.07,-0.81,547.2,551.8,-0.83,257.66,255.63,0.79,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-10300-gl-300-pl-10000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134787,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,83.94, 16:45:05,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:20:49,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,28.92,16894560.0,826.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,10000,300,10300,16,32,128,P2P,mx6,16.38,16.46,-0.49,562.28,565.16,-0.51,517.31,513.93,0.66,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-10300-gl-300-pl-10000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134790,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,84.12, 16:50:33,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:25:38,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,39.19,17217128.0,828.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama-3.3-70B-Instruct-FP8-Dynamic,10000,300,10300,16,64,128,P2P,mx6,16.5,16.62,-0.72,566.63,570.45,-0.67,1047.17,1039.2,0.77,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-64-mos-default-ols-default-inst-1-bs-64-cl-10300-gl-300-pl-10000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134793,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,84.43, 16:53:16,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:35:31,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,59.61,17131240.0,843.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,128,128,256,4,1,128,P2P,mx6,52.06,49.74,4.66,104.13,99.49,4.66,0.05,0.05,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134307,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.38, 00:25:47,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:01:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,155184.0,32.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,128,128,256,4,8,128,P2P,mx6,269.62,269.89,-0.1,539.23,539.77,-0.1,0.34,0.33,3.03,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134310,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.37, 00:26:04,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:01:20,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,33.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,128,128,256,4,16,128,P2P,mx6,387.61,372.85,3.96,775.22,745.7,3.96,0.69,0.67,2.99,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134313,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,9.46, 01:31:14,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:01:08,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,26.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,128,128,256,4,32,128,P2P,mx6,539.82,550.3,-1.9,1079.65,1100.6,-1.9,1.4,1.35,3.7,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134316,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,9.47, 01:36:11,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:01:10,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,154696.0,26.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,4096,4096,8192,4,1,128,P2P,mx6,47.23,47.94,-1.48,94.46,95.89,-1.49,2.48,1.71,45.03,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134259,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.42, 00:25:58,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:04:00,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.76,155184.0,69.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,4096,4096,8192,4,4,128,P2P,mx6,112.78,108.29,4.15,225.56,216.58,4.15,6.63,6.44,2.95,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-4-mos-default-ols-default-inst-1-bs-4-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134262,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.41, 00:26:23,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:04:08,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,60.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,4096,4096,8192,4,8,128,P2P,mx6,195.62,192.2,1.78,391.24,384.4,1.78,13.33,12.85,3.74,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134265,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.44, 02:48:31,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:05:08,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,87.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,4096,4096,8192,4,16,128,P2P,mx6,238.78,239.26,-0.2,477.57,478.53,-0.2,26.87,25.96,3.51,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134268,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,9.51, 01:55:59,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:06:07,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,56.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,4096,4096,8192,4,32,128,P2P,mx6,302.62,301.85,0.26,605.24,603.7,0.26,54.76,52.93,3.46,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134271,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,9.53, 02:06:39,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:08:23,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,33.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,8064,128,8192,4,1,128,P2P,mx6,21.66,22.33,-3.0,1386.21,1429.12,-3.0,3.23,3.13,3.19,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-128-pl-8064-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134295,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.42, 00:25:58,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:01:02,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,13.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,8064,128,8192,4,8,128,P2P,mx6,32.81,33.37,-1.68,2099.77,2135.48,-1.67,26.18,25.53,2.55,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-8192-gl-128-pl-8064-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134298,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.44, 02:48:31,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:01:28,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,13.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,8064,128,8192,4,16,128,P2P,mx6,33.53,34.31,-2.27,2145.79,2195.63,-2.27,53.01,51.42,3.09,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-128-pl-8064-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134301,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,9.51, 01:55:59,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:01:50,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,13.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,8064,128,8192,4,32,128,P2P,mx6,33.87,34.67,-2.31,2167.81,2218.61,-2.29,107.98,105.03,2.81,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-8192-gl-128-pl-8064-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134304,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,9.53, 02:06:39,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:02:50,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,12.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,5000,300,5300,8,1,128,P2P,mx6,50.46,49.77,1.39,891.53,879.33,1.39,1.58,1.55,1.94,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134436,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,21.26, 04:32:47,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:02:17,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4.97,155184.0,76.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,5000,300,5300,8,8,128,P2P,mx6,113.36,116.98,-3.09,2002.7,2066.72,-3.1,12.59,12.34,2.03,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134439,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,21.27, 04:36:55,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:02:27,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4.97,155184.0,71.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,5000,300,5300,8,16,128,P2P,mx6,125.52,127.2,-1.32,2217.48,2247.17,-1.32,25.74,25.0,2.96,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134442,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.46, 02:49:04,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:02:19,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3.46,155184.0,58.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,5000,300,5300,8,32,128,P2P,mx6,136.36,139.5,-2.25,2409.11,2464.48,-2.25,52.35,50.81,3.03,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134445,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.48, 02:52:36,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:02:52,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,6.12,8316496.0,59.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,4096,4096,8192,8,1,128,P2P,mx6,76.91,76.52,0.51,153.81,153.05,0.5,1.25,1.24,0.81,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134274,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,21.26, 04:29:55,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:02:55,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,4.97,155184.0,67.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,4096,4096,8192,8,4,128,P2P,mx6,145.7,144.27,0.99,291.41,288.53,1.0,4.94,4.91,0.61,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-4-mos-default-ols-default-inst-1-bs-4-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134277,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,21.27, 04:32:21,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:03:53,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,5.915,16197696.0,67.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,4096,4096,8192,8,8,128,P2P,mx6,255.4,252.11,1.3,510.79,504.22,1.3,9.91,9.86,0.51,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134280,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,21.28, 04:35:52,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:04:09,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,6.335,17562632.0,66.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
