model,pl,gl,cl,mqts,bs,cpl,configuration,precision,e2e_generated_tok_sec,prev_e2e_generated_tok_sec,e2e_generated_tok_sec_delta,e2e_processed_tok_sec,prev_e2e_processed_tok_sec,e2e_processed_tok_sec_delta,average_ttft(sec),prev_avg_ttft_sec,avg_ttft_sec_delta,tag,config_id,execution_mode,sdk_version,platform,tools,customer_id,model_url,input_size,model_framework,branch,customer,max_nsp,apps_version,platform_version,sdk_id,last_rel_sdk,jira_number,qpc_size_GB,compile_time,cores,curr_decode_tok_sec,curr_prefill_tok_sec,curr_total_tok_sec,curr_tpot_ms,curr_ttft_ms,decode_tok_sec_delta,dfs,host_app,instances,mos,ols,prefill_tok_sec_delta,prev_decode_tok_sec,prev_prefill_tok_sec,prev_total_tok_sec,prev_tpot_ms,prev_ttft_ms,tdp,total_tok_sec_delta,tpot_ms_delta,ttft_ms_delta,system_os,num_cards,status,failure_cause,is_regressed_decode,is_regressed_prefill,is_regressed_total,is_regressed_tpot,is_regressed_ttft,regression_code,avg_latency_sec,prev_avg_latency_sec,avg_latency_sec_delta,is_regressed_e2e_processed_tok_sec,is_regressed_e2e_generated_tok_sec,is_regressed_avg_latency_sec,derated_ttft(sec),derated_decode_tpt(tok/sec),derated_e2e_tpt(tok/sec),execution_time,derated_decode_tpt_per_card(tok/sec),derated_e2e_tpt_per_card(tok/sec),total_token_throughput_tok_sec,mean_ttft_sec,prev_total_token_throughput_sec,prev_mean_ttft_sec,total_token_throughput_sec_delta,mean_ttft_sec_delta,is_regressed_total_token_throughput_sec,is_regressed_mean_ttft_sec,e2e_tok_sec,prev_e2e_tok_sec,e2e_tok_sec_delta,is_regressed_e2e,is_regressed_avg_ttft_sec,request_throughput(req/s),output_token_throughput(tok/s),mean_tpot(ms),mean_itl(ms),prev_request_throughput_req_sec,prev_output_token_throughput_tok_sec,prev_mean_tpot_ms,prev_mean_itl_ms,is_regressed_request_throughput_req_sec,is_regressed_output_token_throughput_tok_sec,is_regressed_mean_tpot_ms,is_regressed_mean_itl_ms,request_throughput_req_sec_delta,output_token_throughput_tok_sec_delta,mean_tpot_ms_delta,mean_itl_ms_delta,median_dram_utilization_%,median_dram_bw_KBps,model_load_time(sec),prev_sdk_value,prev_sdk_branch
Llama3.1-8B,4096,4096,8192,8,16,128,P2P,mx6,339.86,332.81,2.12,679.72,665.62,2.12,20.33,19.69,3.25,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134283,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.47, 02:49:46,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:04:54,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,5.64,16625672.0,58.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,4096,4096,8192,8,32,128,P2P,mx6,435.14,434.59,0.13,870.28,869.18,0.13,41.63,40.44,2.94,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134286,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.55, 02:55:16,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:06:46,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,7.31,17461128.0,60.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,5000,300,5300,16,1,128,P2P,mx6,44.27,44.41,-0.32,782.05,784.55,-0.32,1.66,1.64,1.22,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134448,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,37.26, 05:56:09,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:04:38,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,8.15,155184.0,191.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,5000,300,5300,16,8,128,P2P,mx6,105.87,105.62,0.24,1870.39,1865.93,0.24,13.15,13.1,0.38,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134451,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,37.3, 05:56:42,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:04:54,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,8.15,155184.0,192.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,5000,300,5300,16,16,128,P2P,mx6,122.53,125.43,-2.31,2164.7,2216.02,-2.32,26.71,26.45,0.98,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134454,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,21.67, 04:14:08,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:04:29,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,5.13,155184.0,174.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,5000,300,5300,16,32,128,P2P,mx6,133.93,135.75,-1.34,2366.05,2398.2,-1.34,54.66,53.91,1.39,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134457,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,21.69, 04:13:05,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:05:04,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,8.31,155184.0,176.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,4096,4096,8192,16,1,128,P2P,mx6,62.86,63.27,-0.65,125.73,126.54,-0.64,1.31,1.29,1.55,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134289,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,37.28, 06:18:21,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:05:07,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,9.59,21063056.0,162.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.1-8B,4096,4096,8192,16,4,128,P2P,mx6,152.84,154.59,-1.13,305.68,309.19,-1.14,5.19,5.15,0.78,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.1-8B-onnx-precision-mx6-bs-4-mos-default-ols-default-inst-1-bs-4-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,134292,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,37.3, 06:19:03,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:05:49,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,10.19,19501944.0,163.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,4096,4096,8192,4,1,128,P2P,mx6,7.06,7.01,0.71,14.12,14.01,0.79,12.17,11.96,1.76,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132510,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.57, 01:21:07,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:14:02,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,143.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,4096,4096,8192,4,4,128,P2P,mx6,15.83,14.74,7.39,31.65,29.48,7.36,48.36,47.96,0.83,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-4-mos-default-ols-default-inst-1-bs-4-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132513,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.6, 01:26:25,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:21:52,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,158.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,4096,4096,8192,4,8,128,P2P,mx6,33.88,32.77,3.39,67.76,65.53,3.4,97.24,96.44,0.83,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132516,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.64, 01:30:45,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:20:47,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,162.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,4096,4096,8192,4,16,128,P2P,mx6,46.45,46.84,-0.83,92.9,93.69,-0.84,194.38,193.47,0.47,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132519,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,58.83, 03:13:51,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:27:22,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.76,155184.0,123.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,128,128,256,8,1,128,P2P,mx6,11.4,11.59,-1.64,22.8,23.18,-1.64,0.22,0.22,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132486,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,82.37, 02:14:05,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:07:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.925,155184.0,313.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,128,128,256,8,8,128,P2P,mx6,74.54,75.95,-1.86,149.07,151.9,-1.86,1.73,1.69,2.37,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132489,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,82.42, 02:51:18,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:05:48,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,16.95,155184.0,193.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,128,128,256,8,16,128,P2P,mx6,115.99,114.73,1.1,231.98,229.45,1.1,3.45,3.4,1.47,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132492,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.71, 03:16:13,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:05:43,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,13.87,155184.0,206.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,128,128,256,8,32,128,P2P,mx6,181.92,180.48,0.8,363.84,360.96,0.8,6.95,6.79,2.36,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132495,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.81, 03:16:07,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:05:38,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,13.87,155184.0,197.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,512,512,1024,8,1,128,P2P,mx6,11.39,11.6,-1.81,22.77,23.2,-1.85,0.89,0.84,5.95,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-1024-gl-512-pl-512-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132498,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,82.37, 02:22:50,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:06:52,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,16.925,155184.0,224.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,512,512,1024,8,8,128,P2P,mx6,70.26,71.55,-1.8,140.51,143.11,-1.82,7.08,6.75,4.89,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-1024-gl-512-pl-512-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132501,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,82.42, 03:00:09,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:06:33,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,18.095,15976632.0,194.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,512,512,1024,8,16,128,P2P,mx6,107.07,107.69,-0.58,214.14,215.38,-0.58,14.22,13.53,5.1,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-1024-gl-512-pl-512-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132504,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.83, 03:16:50,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:06:51,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,15.535,14700024.0,214.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,512,512,1024,8,32,128,P2P,mx6,167.09,166.6,0.29,334.18,333.2,0.29,28.49,27.14,4.97,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-1024-gl-512-pl-512-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132507,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.89, 03:19:17,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:07:11,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,16.56,14655128.0,213.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,4096,4096,8192,8,1,128,P2P,mx6,11.83,11.56,2.34,23.67,23.12,2.38,7.73,7.46,3.62,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132459,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,82.37, 02:12:43,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:13:51,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,18.03,40555242.0,331.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,4096,4096,8192,8,4,128,P2P,mx6,27.53,25.77,6.83,55.06,51.54,6.83,30.94,29.55,4.7,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-4-mos-default-ols-default-inst-1-bs-4-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132462,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,82.42, 02:09:06,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:16:44,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,19.555,27461712.0,268.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,4096,4096,8192,8,8,128,P2P,mx6,58.59,56.97,2.84,117.19,113.93,2.86,62.27,59.56,4.55,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132465,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,82.44, 02:54:58,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:14:52,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,21.55,34922742.0,190.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
Llama3.3-70B,4096,4096,8192,8,16,128,P2P,mx6,77.39,78.67,-1.63,154.77,157.34,-1.63,125.23,120.14,4.24,"cloud,LLM-KV-cache,1QPC,qnn_release",Llama3.3-70B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_fix_pl_gl,132468,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.89, 03:17:20,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,0.0,0.0,,NA,NA,NA,00:19:09,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,22.445,28420632.0,183.0,AIC.1.20.0.100_apps_AIC.1.20.0.100_platform,master
