model,pl,gl,cl,mqts,bs,cpl,configuration,precision,output_token_throughput(tok/s),prev_output_token_throughput_tok_sec,output_token_throughput_tok_sec_delta,mean_ttft_sec,prev_mean_ttft_sec,mean_ttft_sec_delta,request_throughput(req/s),prev_request_throughput_req_sec,request_throughput_req_sec_delta,tag,config_id,execution_mode,sdk_version,platform,tools,customer_id,model_url,input_size,model_framework,branch,customer,max_nsp,apps_version,platform_version,sdk_id,last_rel_sdk,jira_number,qpc_size_GB,compile_time,cores,curr_decode_tok_sec,curr_prefill_tok_sec,curr_total_tok_sec,curr_tpot_ms,curr_ttft_ms,decode_tok_sec_delta,dfs,host_app,instances,mos,ols,prefill_tok_sec_delta,prev_decode_tok_sec,prev_prefill_tok_sec,prev_total_tok_sec,prev_tpot_ms,prev_ttft_ms,tdp,total_tok_sec_delta,tpot_ms_delta,ttft_ms_delta,system_os,num_cards,status,failure_cause,is_regressed_decode,is_regressed_prefill,is_regressed_total,is_regressed_tpot,is_regressed_ttft,regression_code,avg_latency_sec,e2e_processed_tok_sec,e2e_generated_tok_sec,prev_e2e_processed_tok_sec,prev_e2e_generated_tok_sec,prev_avg_latency_sec,e2e_processed_tok_sec_delta,e2e_generated_tok_sec_delta,avg_latency_sec_delta,is_regressed_e2e_processed_tok_sec,is_regressed_e2e_generated_tok_sec,is_regressed_avg_latency_sec,derated_ttft(sec),derated_decode_tpt(tok/sec),derated_e2e_tpt(tok/sec),execution_time,derated_decode_tpt_per_card(tok/sec),derated_e2e_tpt_per_card(tok/sec),total_token_throughput_tok_sec,prev_total_token_throughput_sec,total_token_throughput_sec_delta,is_regressed_total_token_throughput_sec,is_regressed_mean_ttft_sec,e2e_tok_sec,prev_e2e_tok_sec,e2e_tok_sec_delta,is_regressed_e2e,average_ttft(sec),prev_avg_ttft_sec,avg_ttft_sec_delta,is_regressed_avg_ttft_sec,mean_tpot(ms),mean_itl(ms),prev_mean_tpot_ms,prev_mean_itl_ms,is_regressed_request_throughput_req_sec,is_regressed_output_token_throughput_tok_sec,is_regressed_mean_tpot_ms,is_regressed_mean_itl_ms,mean_tpot_ms_delta,mean_itl_ms_delta,median_dram_utilization_%,median_dram_bw_KBps,model_load_time(sec),prev_sdk_value,prev_sdk_branch,prev_total_token_throughput_tok_sec,total_token_throughput_tok_sec_delta,is_regressed_total_token_throughput_sec_delta,is_regressed_mean_ttft_sec_delta
Llama3.3-70B,512,512,1024,8,16,128,P2P,mx6,107.17,102.94,4.11,13.16,13.56,-2.95,0.21,0.2,5.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-1024-gl-512-pl-512-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134502,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.83, 03:16:50,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:03:36,,,214.34,,,None,None,,,,,,,,,123.81,123.81,129.18,129.18,0.0,0,0,0,-4.16,-4.16,15.535,29216560.0,198.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,205.89,4.1,0,0.0
Llama3.3-70B,512,512,1024,8,32,128,P2P,mx6,164.82,159.26,3.49,26.78,27.34,-2.05,0.32,0.31,3.23,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-1024-gl-512-pl-512-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134505,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.89, 03:19:17,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:04:25,,,329.63,,,None,None,,,,,,,,,142.09,142.09,147.78,147.78,0.0,0,0,0,-3.85,-3.85,16.56,29582560.0,254.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,318.52,3.49,0,0.0
Llama3.3-70B,4096,4096,8192,8,1,128,P2P,mx6,10.25,10.68,-4.03,8.08,8.35,-3.23,0.0,0.0,,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134511,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,82.37, 02:12:43,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:19:57,,,20.5,,,None,None,,,,,,,,,95.63,95.63,91.61,91.61,0.0,0,0,0,4.39,4.39,18.03,36103216.0,189.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,21.36,-4.03,0,0.0
Llama3.3-70B,4096,4096,8192,8,4,128,P2P,mx6,26.38,22.89,15.25,26.19,27.0,-3.0,0.01,0.01,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-4-mos-default-ols-default-inst-1-bs-4-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134520,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,82.42, 02:09:06,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:30:17,,,52.77,,,None,None,,,,,,,,,145.25,145.25,168.19,168.19,,0,0,0,-13.64,-13.64,19.555,26066032.0,250.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,45.78,15.27,0,0.0
Llama3.3-70B,4096,4096,8192,8,8,128,P2P,mx6,55.0,51.9,5.97,57.38,59.72,-3.92,0.01,0.01,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134526,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,82.44, 02:54:58,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:27:44,,,110.0,,,None,None,,,,,,,,,131.47,131.47,139.61,139.61,,0,0,0,-5.83,-5.83,21.55,32530080.0,192.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,103.79,5.98,0,0.0
Llama3.3-70B,4096,4096,8192,8,16,128,P2P,mx6,73.5,74.71,-1.62,121.69,126.48,-3.79,0.02,0.02,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134535,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.89, 03:17:20,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:39:12,,,147.01,,,None,None,,,,,,,,,188.01,188.01,183.33,183.33,,0,0,0,2.55,2.55,22.445,27832104.0,188.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,149.41,-1.61,0,0.0
Llama3.3-70B,4096,4096,8192,8,32,128,P2P,mx6,106.25,94.18,12.82,251.73,261.12,-3.6,0.03,0.02,50.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134541,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,67.0, 03:22:51,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:52:50,,,212.49,,,None,None,,,,,,,,,239.78,239.78,276.07,276.07,0.0,0,0,0,-13.15,-13.15,30.305,30475112.0,193.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,188.37,12.8,0,0.0
Llama3.3-70B,8064,128,8192,8,1,128,P2P,mx6,4.62,4.59,0.65,15.82,16.38,-3.42,0.04,0.04,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-128-pl-8064-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134514,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,82.37, 02:12:43,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:01:28,,,295.63,,,None,None,,,,,,,,,93.65,93.65,90.72,90.72,,0,0,0,3.23,3.23,18.03,13881160.0,189.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,293.57,0.7,0,0.0
Llama3.3-70B,8064,128,8192,8,8,128,P2P,mx6,7.16,6.83,4.83,112.21,117.49,-4.49,0.06,0.05,20.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-8192-gl-128-pl-8064-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134529,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,82.44, 02:54:58,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:05:23,,,458.2,,,None,None,,,,,,,,,242.6,242.6,255.46,255.46,0.0,0,0,0,-5.03,-5.03,21.55,13755744.0,192.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,437.08,4.83,0,0.0
Llama3.3-70B,8064,128,8192,8,16,128,P2P,mx6,7.34,7.09,3.53,238.57,248.45,-3.98,0.06,0.06,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-128-pl-8064-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134538,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,66.89, 03:17:20,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:10:00,,,469.83,,,None,None,,,,,,,,,318.06,318.06,318.37,318.37,,0,0,0,-0.1,-0.1,22.445,13636184.0,188.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,453.69,3.56,0,0.0
Llama3.3-70B,8064,128,8192,8,32,128,P2P,mx6,7.59,7.21,5.27,492.45,514.36,-4.26,0.06,0.06,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-8192-gl-128-pl-8064-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134544,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,67.0, 03:22:51,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:18:50,,,485.45,,,None,None,,,,,,,,,374.27,374.27,422.21,422.21,,0,0,0,-11.35,-11.35,30.305,13579088.0,193.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,461.51,5.19,0,0.0
Llama3.3-70B,512,512,1024,16,1,64,P2P,mx6,15.65,16.54,-5.38,0.94,0.93,1.08,0.03,0.03,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-1024-gl-512-pl-512-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134937,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,114.86, 02:09:46,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:01:42,,,31.3,,,None,None,,,,,,,,,62.19,62.19,58.76,58.76,,1,1,1,5.84,5.84,26.51,52484888.0,469.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,33.08,-5.38,1,0.0
Llama3.3-70B,512,512,1024,16,8,64,P2P,mx6,83.39,89.88,-7.22,6.33,6.55,-3.36,0.16,0.18,-11.11,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-1024-gl-512-pl-512-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134940,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,114.98, 02:26:58,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:02:24,,,166.79,,,None,None,,,,,,,,,83.72,83.72,76.36,76.36,1.0,1,1,1,9.64,9.64,27.015,43947816.0,479.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,179.75,-7.21,1,0.0
Llama3.3-70B,512,512,1024,16,16,64,P2P,mx6,125.87,127.93,-1.61,13.32,12.84,3.74,0.25,0.25,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-1024-gl-512-pl-512-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134943,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,83.82, 02:47:41,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:03:02,,,251.74,,,None,None,,,,,,,,,101.27,101.27,100.16,100.16,,0,0,0,1.11,1.11,21.09,36845464.0,486.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,255.87,-1.61,0,0.0
Llama3.3-70B,512,512,1024,16,32,64,P2P,mx6,180.64,184.19,-1.93,27.1,27.19,-0.33,0.35,0.36,-2.78,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-1024-gl-512-pl-512-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134946,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,83.89, 02:39:49,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:04:00,,,361.29,,,None,None,,,,,,,,,124.42,124.42,120.83,120.83,0.0,0,0,0,2.97,2.97,22.18,31235904.0,487.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,368.38,-1.92,0,0.0
Llama3.3-70B,4096,4096,8192,16,1,64,P2P,mx6,14.09,15.51,-9.16,8.01,7.93,1.01,0.0,0.0,,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134949,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,115.12, 02:13:38,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:14:28,,,28.18,,,None,None,,,,,,,,,69.05,69.05,62.55,62.55,0.0,1,1,1,10.39,10.39,27.04,51607952.0,471.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,31.02,-9.16,1,0.0
Llama3.3-70B,4096,4096,8192,16,4,64,P2P,mx6,34.37,36.01,-4.55,26.06,25.72,1.32,0.01,0.01,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-4-mos-default-ols-default-inst-1-bs-4-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134952,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,115.17, 02:25:15,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:22:56,,,68.73,,,None,None,,,,,,,,,110.05,110.05,104.83,104.83,,0,0,0,4.98,4.98,28.64,35452224.0,466.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,72.02,-4.57,0,0.0
Llama3.3-70B,4096,4096,8192,16,8,64,P2P,mx6,70.88,71.9,-1.42,57.49,56.74,1.32,0.02,0.02,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134955,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,115.04, 02:30:03,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:21:44,,,141.75,,,None,None,,,,,,,,,98.86,98.86,97.43,97.43,,0,0,0,1.47,1.47,30.83,44390920.0,462.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,143.81,-1.43,0,0.0
Llama3.3-70B,4096,4096,8192,16,16,64,P2P,mx6,98.81,107.49,-8.08,123.24,121.88,1.12,0.02,0.03,-33.33,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134958,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,83.86, 02:56:12,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:29:33,,,197.63,,,None,None,,,,,,,,,131.86,131.86,119.12,119.12,1.0,1,1,1,10.7,10.7,28.69,37632120.0,478.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,214.98,-8.07,1,0.0
Llama3.3-70B,4096,4096,8192,16,32,64,P2P,mx6,128.72,137.76,-6.56,255.18,252.55,1.04,0.03,0.03,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134961,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,83.98, 03:20:09,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:42:30,,,257.45,,,None,None,,,,,,,,,186.33,186.33,170.66,170.66,,1,1,1,9.18,9.18,37.34,36166168.0,595.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,275.53,-6.56,1,0.0
Llama3.3-70B,8192,8192,16384,16,1,64,P2P,mx6,12.95,14.71,-11.96,17.39,17.22,0.99,0.0,0.0,,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-16384-gl-8192-pl-8192-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134964,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,115.12, 02:13:56,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:31:29,,,25.91,,,None,None,,,,,,,,,75.09,75.09,65.89,65.89,0.0,1,1,1,13.96,13.96,27.57,49336800.0,468.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,29.42,-11.93,1,0.0
Llama3.3-70B,8192,8192,16384,16,32,64,P2P,mx6,53.27,51.59,3.26,552.99,548.81,0.76,0.01,0.01,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.3-70B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-16384-gl-8192-pl-8192-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134967,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,84.34, 03:33:22,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,03:46:35,,,106.55,,,None,None,,,,,,,,,533.23,533.23,553.3,553.3,,0,0,0,-3.63,-3.63,54.95,70555528.0,537.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,103.19,3.26,0,0.0
Llama3.3-70B_AWQ,512,512,1024,8,32,128,P2P,mx6,183.52,172.72,6.25,25.96,27.7,-6.28,0.36,0.34,5.88,"cloud,LLM-KV-cache,1QPC,random_dataset",Llama3.3-70B_AWQ-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-1024-gl-512-pl-512-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,134910,https://huggingface.co/ibnzterrell/Meta-Llama-3.3-70B-Instruct-AWQ-INT4,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,50.18, 03:23:45,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:03:58,,,367.04,,,None,None,,,,,,,,,123.86,123.86,131.38,131.38,0.0,0,0,0,-5.72,-5.72,13.31,24353152.0,143.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,345.44,6.25,0,0.0
