model,pl,gl,cl,mqts,bs,cpl,configuration,precision,output_token_throughput(tok/s),prev_output_token_throughput_tok_sec,output_token_throughput_tok_sec_delta,mean_ttft_sec,prev_mean_ttft_sec,mean_ttft_sec_delta,request_throughput(req/s),prev_request_throughput_req_sec,request_throughput_req_sec_delta,tag,config_id,execution_mode,sdk_version,platform,tools,customer_id,model_url,input_size,model_framework,branch,customer,max_nsp,apps_version,platform_version,sdk_id,last_rel_sdk,jira_number,qpc_size_GB,compile_time,cores,curr_decode_tok_sec,curr_prefill_tok_sec,curr_total_tok_sec,curr_tpot_ms,curr_ttft_ms,decode_tok_sec_delta,dfs,host_app,instances,mos,ols,prefill_tok_sec_delta,prev_decode_tok_sec,prev_prefill_tok_sec,prev_total_tok_sec,prev_tpot_ms,prev_ttft_ms,tdp,total_tok_sec_delta,tpot_ms_delta,ttft_ms_delta,system_os,num_cards,status,failure_cause,is_regressed_decode,is_regressed_prefill,is_regressed_total,is_regressed_tpot,is_regressed_ttft,regression_code,avg_latency_sec,e2e_processed_tok_sec,e2e_generated_tok_sec,prev_e2e_processed_tok_sec,prev_e2e_generated_tok_sec,prev_avg_latency_sec,e2e_processed_tok_sec_delta,e2e_generated_tok_sec_delta,avg_latency_sec_delta,is_regressed_e2e_processed_tok_sec,is_regressed_e2e_generated_tok_sec,is_regressed_avg_latency_sec,derated_ttft(sec),derated_decode_tpt(tok/sec),derated_e2e_tpt(tok/sec),execution_time,derated_decode_tpt_per_card(tok/sec),derated_e2e_tpt_per_card(tok/sec),total_token_throughput_tok_sec,prev_total_token_throughput_sec,total_token_throughput_sec_delta,is_regressed_total_token_throughput_sec,is_regressed_mean_ttft_sec,e2e_tok_sec,prev_e2e_tok_sec,e2e_tok_sec_delta,is_regressed_e2e,average_ttft(sec),prev_avg_ttft_sec,avg_ttft_sec_delta,is_regressed_avg_ttft_sec,mean_tpot(ms),mean_itl(ms),prev_mean_tpot_ms,prev_mean_itl_ms,is_regressed_request_throughput_req_sec,is_regressed_output_token_throughput_tok_sec,is_regressed_mean_tpot_ms,is_regressed_mean_itl_ms,mean_tpot_ms_delta,mean_itl_ms_delta,median_dram_utilization_%,median_dram_bw_KBps,model_load_time(sec),prev_sdk_value,prev_sdk_branch,prev_total_token_throughput_tok_sec,total_token_throughput_tok_sec_delta,is_regressed_total_token_throughput_sec_delta,is_regressed_mean_ttft_sec_delta
Llama-3.3-70B-Instruct-FP8-Dynamic,5000,300,5300,16,64,128,P2P,mx6,33.17,32.43,2.28,490.85,500.87,-2.0,0.11,0.11,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-64-mos-default-ols-default-inst-1-bs-64-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,135018,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,84.17, 16:51:03,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:20:39,,,586.05,,,None,None,,,,,,,,,293.91,293.91,304.68,304.68,,0,0,0,-3.53,-3.53,39.8,18169704.0,817.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,572.97,2.28,0,0.0
Llama-3.3-70B-Instruct-FP8-Dynamic,5000,300,5300,16,128,128,P2P,mx6,31.41,30.57,2.75,1004.95,1021.87,-1.66,0.1,0.1,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-128-mos-default-ols-default-inst-1-bs-128-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,135021,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,84.54, 16:54:19,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:43:04,,,554.97,,,None,None,,,,,,,,,531.74,531.74,574.68,574.68,,0,0,0,-7.47,-7.47,60.89,17710008.0,842.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,540.12,2.75,0,0.0
Llama-3.3-70B-Instruct-FP8-Dynamic,10000,300,10300,16,1,128,P2P,mx6,8.46,8.26,2.42,15.97,16.08,-0.68,0.03,0.03,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-10300-gl-300-pl-10000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,135024,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,115.19, 15:17:13,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:01:53,,,290.3,,,None,None,,,,,,,,,65.25,65.25,67.67,67.67,,0,0,0,-3.58,-3.58,25.485,20413528.0,785.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,283.68,2.33,0,0.0
Llama-3.3-70B-Instruct-FP8-Dynamic,10000,300,10300,16,8,128,P2P,mx6,14.87,14.64,1.57,114.04,114.42,-0.33,0.05,0.05,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-10300-gl-300-pl-10000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,135027,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,115.31, 16:48:01,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:06:18,,,510.64,,,None,None,,,,,,,,,158.23,158.23,165.54,165.54,,0,0,0,-4.42,-4.42,30.06,17745144.0,818.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,502.65,1.59,0,0.0
Llama-3.3-70B-Instruct-FP8-Dynamic,10000,300,10300,16,16,128,P2P,mx6,15.94,15.67,1.72,242.43,245.95,-1.43,0.05,0.05,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-10300-gl-300-pl-10000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,135030,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,83.94, 16:45:05,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:11:07,,,547.18,,,None,None,,,,,,,,,196.43,196.43,201.82,201.82,,0,0,0,-2.67,-2.67,28.92,17655840.0,778.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,538.03,1.7,0,0.0
Llama-3.3-70B-Instruct-FP8-Dynamic,10000,300,10300,16,32,128,P2P,mx6,16.34,16.09,1.55,502.26,510.19,-1.55,0.05,0.05,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-10300-gl-300-pl-10000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,135033,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,84.12, 16:50:33,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:21:05,,,560.97,,,None,None,,,,,,,,,285.12,285.12,288.75,288.75,,0,0,0,-1.26,-1.26,39.19,17550920.0,793.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,552.5,1.53,0,0.0
Llama-3.3-70B-Instruct-FP8-Dynamic,10000,300,10300,16,64,128,P2P,mx6,16.44,16.21,1.42,1031.4,1044.68,-1.27,0.05,0.05,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama-3.3-70B-Instruct-FP8-Dynamic-onnx-precision-mx6-bs-64-mos-default-ols-default-inst-1-bs-64-cl-10300-gl-300-pl-10000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,135036,https://huggingface.co/Infermatic/Llama-3.3-70B-Instruct-FP8-Dynamic,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,84.43, 16:53:16,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:41:08,,,564.52,,,None,None,,,,,,,,,455.69,455.69,466.09,466.09,,0,0,0,-2.23,-2.23,59.61,17352304.0,780.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,556.7,1.4,0,0.0
Llama3.1-8B,128,128,256,4,1,128,P2P,mx6,49.57,49.06,1.04,0.05,0.05,0.0,0.39,0.38,2.63,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136707,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.38, 00:25:47,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:00:14,,,99.13,,,None,None,,,,,,,,,19.92,19.92,20.13,20.13,0.0,0,0,0,-1.04,-1.04,0.76,154208.0,36.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,98.12,1.03,0,
Llama3.1-8B,128,128,256,4,8,128,P2P,mx6,260.19,249.7,4.2,0.3,0.3,0.0,2.03,1.95,4.1,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136710,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.37, 00:26:04,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:00:17,,,520.37,,,None,None,,,,,,,,,28.57,28.57,29.89,29.89,0.0,0,0,0,-4.42,-4.42,0.76,154696.0,35.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,499.4,4.2,0,
Llama3.1-8B,128,128,256,4,16,128,P2P,mx6,383.05,365.9,4.69,0.68,0.64,6.25,2.99,2.86,4.55,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136713,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,9.46, 01:31:14,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:00:21,,,766.1,,,None,None,,,,,,,,,36.65,36.65,38.92,38.92,0.0,0,0,0,-5.83,-5.83,0.76,154696.0,26.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,731.79,4.69,0,1.0
Llama3.1-8B,128,128,256,4,32,128,P2P,mx6,498.14,526.95,-5.47,1.46,1.48,-1.35,3.89,4.12,-5.58,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-256-gl-128-pl-128-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136716,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,9.47, 01:36:11,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:00:27,,,996.28,,,None,None,,,,,,,,,53.07,53.07,49.36,49.36,1.0,1,1,1,7.52,7.52,0.76,155184.0,26.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,1053.9,-5.47,1,0.0
Llama3.1-8B,4096,4096,8192,4,1,128,P2P,mx6,42.03,41.61,1.01,1.75,1.73,1.16,0.01,0.01,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136743,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.42, 00:25:58,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:04:59,,,84.05,,,None,None,,,,,,,,,23.37,23.37,23.61,23.61,,0,0,0,-1.02,-1.02,0.76,155184.0,21.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,83.23,0.99,0,0.0
Llama3.1-8B,4096,4096,8192,4,4,128,P2P,mx6,105.42,100.61,4.78,5.65,5.52,2.36,0.03,0.02,50.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-4-mos-default-ols-default-inst-1-bs-4-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136755,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.41, 00:26:23,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:07:33,,,210.84,,,None,None,,,,,,,,,36.57,36.57,38.42,38.42,0.0,0,0,0,-4.82,-4.82,0.76,155184.0,33.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,201.22,4.78,0,0.0
Llama3.1-8B,4096,4096,8192,4,8,128,P2P,mx6,179.35,181.67,-1.28,12.52,12.2,2.62,0.04,0.04,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136764,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.44, 02:48:31,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:08:28,,,358.69,,,None,None,,,,,,,,,41.56,41.56,41.06,41.06,,0,0,0,1.22,1.22,0.76,155184.0,18.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,363.34,-1.28,0,0.0
Llama3.1-8B,4096,4096,8192,4,16,128,P2P,mx6,218.89,222.88,-1.79,26.68,26.0,2.62,0.05,0.05,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136773,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,9.51, 01:55:59,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:13:06,,,437.78,,,None,None,,,,,,,,,66.59,66.59,65.45,65.45,,0,0,0,1.74,1.74,0.76,155184.0,15.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,445.75,-1.79,0,0.0
Llama3.1-8B,4096,4096,8192,4,32,128,P2P,mx6,280.85,277.97,1.04,55.72,54.6,2.05,0.07,0.07,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-8192-gl-4096-pl-4096-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136782,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,9.53, 02:06:39,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:19:27,,,561.7,,,None,None,,,,,,,,,100.35,100.35,101.81,101.81,,0,0,0,-1.43,-1.43,0.76,155184.0,16.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,555.94,1.04,0,0.0
Llama3.1-8B,8064,128,8192,4,1,128,P2P,mx6,20.17,20.19,-0.1,3.39,3.37,0.59,0.16,0.16,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-8192-gl-128-pl-8064-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136746,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.42, 00:25:58,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:00:26,,,1290.9,,,None,None,,,,,,,,,23.28,23.28,23.35,23.35,,0,0,0,-0.3,-0.3,0.76,155184.0,21.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,1291.91,-0.08,0,0.0
Llama3.1-8B,8064,128,8192,4,8,128,P2P,mx6,30.9,31.64,-2.34,24.52,24.01,2.12,0.24,0.25,-4.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-8192-gl-128-pl-8064-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136767,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,13.44, 02:48:31,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:01:22,,,1977.38,,,None,None,,,,,,,,,67.82,67.82,65.72,65.72,0.0,0,0,0,3.2,3.2,0.76,155184.0,18.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,2025.12,-2.36,0,0.0
Llama3.1-8B,8064,128,8192,4,16,128,P2P,mx6,31.65,32.17,-1.62,52.39,51.33,2.07,0.25,0.25,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-16-mos-default-ols-default-inst-1-bs-16-cl-8192-gl-128-pl-8064-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136776,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,9.51, 01:55:59,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:02:29,,,2025.51,,,None,None,,,,,,,,,96.87,96.87,96.97,96.97,,0,0,0,-0.1,-0.1,0.76,155184.0,15.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,2058.83,-1.62,0,0.0
Llama3.1-8B,8064,128,8192,4,32,128,P2P,mx6,32.44,32.83,-1.19,109.46,107.32,1.99,0.25,0.26,-3.85,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-32-mos-default-ols-default-inst-1-bs-32-cl-8192-gl-128-pl-8064-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136785,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,9.53, 02:06:39,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:04:39,,,2076.11,,,None,None,,,,,,,,,132.09,132.09,136.99,136.99,0.0,0,0,0,-3.58,-3.58,0.76,155184.0,16.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,2101.4,-1.2,0,0.0
Llama3.1-8B,5000,300,5300,8,1,128,P2P,mx6,48.12,47.44,1.43,1.61,1.61,0.0,0.16,0.16,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-1-mos-default-ols-default-inst-1-bs-1-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136719,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,21.26, 04:32:47,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:00:25,,,850.08,,,None,None,,,,,,,,,15.46,15.46,15.76,15.76,,0,0,0,-1.9,-1.9,5.575,77104.0,38.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,838.16,1.42,0,
Llama3.1-8B,5000,300,5300,8,8,128,P2P,mx6,112.13,111.03,0.99,11.37,11.25,1.07,0.37,0.37,0.0,"cloud,LLM-KV-cache,1QPC,qnn_release,random_dataset",Llama3.1-8B-onnx-precision-mx6-bs-8-mos-default-ols-default-inst-1-bs-8-cl-5300-gl-300-pl-5000-cores-16,Linear_BS_mode,AIC.1.20.0.106_apps_AIC.1.20.0.106_platform,Gigabyte_16NSP_Ultra,vllm_server,136725,https://huggingface.co/meta-llama/Llama-3.1-8B-Instruct,NA,onnx,master,,,AIC.1.20.0.106_apps,AIC.1.20.0.106_platform,9420,AIC.1.19.1.27_apps_AIC.1.19.1.27_platform,-,21.27, 04:36:55,16,,,,,,,True,LLM-KV-Perf,1,NA,NA,,,,,,,,,,,ubuntu,,PASS,,,,,,,,,,,,,,,,,,,,,,,00:01:00,,,1980.89,,,None,None,,,,,,,,,33.54,33.54,34.65,34.65,,0,0,0,-3.2,-3.2,6.045,8926984.0,38.0,AIC.1.19.3.23_apps_AIC.1.19.3.23_platform,r1.19.3,1961.6,0.98,0,0.0
